,Address,ADDRESBR,STALPBR,ZIPBR,x,y,STATE,GEOID,BLOCK,TRACT
244,"5620 West Belmont Avenue, IL 60634",5620 West Belmont Avenue,IL,60634,,,,,,
245,"5687 S Archer Avenue, IL 60638",5687 S Archer Avenue,IL,60638,-87.75374,41.797043,NS,17,2044,560700
246,"5705 West 95th Street, IL 60453",5705 West 95th Street,IL,60453,,,,,,
247,"5715 North Broadway Street, IL 60660",5715 North Broadway Street,IL,60660,-87.66015,41.986435,NS,17,2002,030603
248,"575 South Randall Road, IL 60174",575 South Randall Road,IL,60174,-88.33992,41.904293,NS,17,1001,852204
249,"5813 North Milwaukee Avenue, IL 60646",5813 North Milwaukee Avenue,IL,60646,-87.778114,41.987034,NS,17,2029,100100
250,"600 North Dearborn Street, IL 60654",600 North Dearborn Street,IL,60654,-87.629684,41.89248,NS,17,2009,081700
251,"600 North Meacham Road, IL 60173",600 North Meacham Road,IL,60173,-88.04539,42.039307,NS,17,3047,804603
252,"600 West Lake St., IL 60101",600 West Lake St.,IL,60101,-87.97588,41.928032,NS,17,1005,846701
253,"6000 East State Street, IL 61108",6000 East State Street,IL,61108,,,,,,
254,"605 North Michigan Avenue, IL 60611",605 North Michigan Avenue,IL,60611,-87.624115,41.8926,NS,17,2004,081403
255,"611 East Lincoln Highway, IL 60451",611 East Lincoln Highway,IL,60451,-87.952484,41.51236,NS,17,1001,881115
256,"6145 North Northwest Highway, IL 60631",6145 North Northwest Highway,IL,60631,-87.80054,41.99325,NS,17,5015,100200
257,"6155 North Western Avenue, IL 60659",6155 North Western Avenue,IL,60659,-87.68973,41.993263,NS,17,3007,020901
258,"6241 Main Street, IL 60516",6241 Main Street,IL,60516,-88.00859,41.77408,NS,17,3019,845601
259,"6245 South Western, IL 60636",6245 South Western,IL,60636,-87.683655,41.779884,NS,17,1019,835000
260,"635 Chicago Avenue, IL 60202",635 Chicago Avenue,IL,60202,-87.67857,42.030052,NS,17,2007,810000
261,"6350 North Mccormick Road, IL 60659",6350 North Mccormick Road,IL,60659,-87.71204,41.99643,NS,17,3002,130100
262,"6400 Grand Avenue, IL 60031",6400 Grand Avenue,IL,60031,-87.96058,42.384827,NS,17,4038,861604
263,"6415 North Sheridan Road, IL 60626",6415 North Sheridan Road,IL,60626,-87.66066,41.99928,NS,17,3004,010400
264,"6532 West Cermak Road, IL 60402",6532 West Cermak Road,IL,60402,-87.78748,41.850704,NS,17,2023,814900
265,"6650 South Stony Island Avenue, IL 60637",6650 South Stony Island Avenue,IL,60637,-87.58632,41.773956,NS,17,2012,843900
266,"6838 West 111th Street, IL 60482",6838 West 111th Street,IL,60482,-87.78955,41.690166,NS,17,4009,823101
267,"6940a South Ashland Avenue, IL 60636",6940a South Ashland Avenue,IL,60636,-87.66388,41.767754,NS,17,3013,671500
268,"6969 West Ogden Avenue, IL 60402",6969 West Ogden Avenue,IL,60402,-87.79699,41.82573,NS,17,3036,815400
269,"700 N Janes Avenue, IL 60440",700 N Janes Avenue,IL,60440,-88.03811,41.718887,NS,17,1002,880117
270,"7007 West Dempster, IL 60714",7007 West Dempster,IL,60714,,,,,,
271,"7015 North Western Avenue, IL 60645",7015 North Western Avenue,IL,60645,-87.69017,42.009167,NS,17,2005,020400
272,"712 E 87th Street, Suite D2, IL 60619","712 E 87th Street, Suite D2",IL,60619,-87.60758,41.736614,NS,17,2004,440202
273,"7131 S Jeffery, Suite E, IL 60649","7131 S Jeffery, Suite E",IL,60649,-87.57627,41.76509,NS,17,1009,430600
274,"7180 West Grand Avenue, IL 60707",7180 West Grand Avenue,IL,60707,-87.80559,41.92391,NS,17,6013,831600
275,"727 Roosevelt Road, IL 60137",727 Roosevelt Road,IL,60137,,,,,,
276,"730 Plainfield Road, IL 60527",730 Plainfield Road,IL,60527,-87.94116,41.762154,NS,17,2032,845402
277,"7501 Cass Avenue, IL 60561",7501 Cass Avenue,IL,60561,-87.97379,41.75166,NS,17,1003,845810
278,"7501 Lemont Road, IL 60517",7501 Lemont Road,IL,60517,-88.012695,41.751007,NS,17,2006,845802
279,"755 North Larrabee Street, IL 60654",755 North Larrabee Street,IL,60654,,,,,,
280,"757 West 35th Street, IL 60616",757 West 35th Street,IL,60616,,,,,,
281,"770 Waukegan Road, IL 60015",770 Waukegan Road,IL,60015,-87.845634,42.166683,NS,17,1000,864904
282,"7707 North Knoxville Avenue, IL 61614",7707 North Knoxville Avenue,IL,61614,-89.602554,40.78159,NS,17,3000,003200
283,"791 Elm Street, IL 60093",791 Elm Street,IL,60093,-87.7341,42.105816,NS,17,1003,800500
284,"7941 Lincoln Ave, IL 60077",7941 Lincoln Ave,IL,60077,-87.755554,42.025253,NS,17,1009,807700
285,"7997 North Alpine Road, IL 61111",7997 North Alpine Road,IL,61111,,,,,,
286,"800 N Kedzie Avenue, Suite 218, IL 60651","800 N Kedzie Avenue, Suite 218",IL,60651,-87.706566,41.89559,NS,17,1020,836600
287,"800 West Madison, IL 60302",800 West Madison,IL,60302,,,,,,
288,"8205 W Golf Road, Suite 2, IL 60714","8205 W Golf Road, Suite 2",IL,60714,-87.83132,42.054745,NS,17,1000,806004
289,"825 West Euclid Avenue, IL 60067",825 West Euclid Avenue,IL,60067,-88.0662,42.08606,NS,17,3018,804102
290,"8340 South Kedzie Avenue, IL 60652",8340 South Kedzie Avenue,IL,60652,,,,,,
291,"85 Yorktown Shopping Center, IL 60148",85 Yorktown Shopping Center,IL,60148,,,,,,
292,"850 S Buffalo Grove Rd, IL 60089",850 S Buffalo Grove Rd,IL,60089,-87.96538,42.16973,NS,17,1000,864519
293,"850 South Wabash, IL 60605",850 South Wabash,IL,60605,-87.62593,41.87119,NS,17,2012,320600
294,"8510 West Golf Road, IL 60714",8510 West Golf Road,IL,60714,-87.838486,42.054604,NS,17,3027,805201
295,"875 North Michigan Avenue, IL 60611",875 North Michigan Avenue,IL,60611,-87.62411,41.89877,NS,17,3001,081300
296,"884 S Waukegan Road, IL 60045",884 S Waukegan Road,IL,60045,-87.873245,42.224033,NS,17,1000,864601
297,"8900 North Greenwood Avenue, IL 60714",8900 North Greenwood Avenue,IL,60714,-87.840546,42.042046,NS,17,2003,806004
298,"902 N State St, IL 60610",902 N State St,IL,60610,-87.62827,41.89922,ST,17,1002,081100
299,"906 West Jefferson Street, IL 60404",906 West Jefferson Street,IL,60404,,,,,,
300,"9138 South Commercial Avenue, IL 60617",9138 South Commercial Avenue,IL,60617,-87.55125,41.72931,NS,17,1017,461000
301,"92 E 103rd Street, IL 60628",92 E 103rd Street,IL,60628,-87.6205,41.707214,NS,17,5017,490800
302,"923 West Washington Boulevard, IL 60607",923 West Washington Boulevard,IL,60607,,,,,,
303,"9320 W. Irving Park Rd, IL 60176",9320 W. Irving Park Rd,IL,60176,-87.86037,41.954086,NS,17,1027,770800
304,"935 West Armitage Avenue, IL 60614",935 West Armitage Avenue,IL,60614,-87.6523,41.918118,NS,17,3006,832600
305,"950 East Rand Road, IL 60056",950 East Rand Road,IL,60056,-87.92576,42.07006,NS,17,1021,802702
306,"9540 S Roberts Road, IL 60457",9540 S Roberts Road,IL,60457,-87.81787,41.71777,NS,17,1000,823702
307,"965 Rockland Road, IL 60044",965 Rockland Road,IL,60044,-87.88237,42.279766,NS,17,2020,863202
308,"975 East Belvidere Road, IL 60030",975 East Belvidere Road,IL,60030,,,,,,
309,"990 River Drive, IL 60025",990 River Drive,IL,60025,-87.80007,42.071926,NS,17,2026,802200
310,"One East Old State Capitol Plaza, IL 62701",One East Old State Capitol Plaza,IL,62701,,,,,,
311,"One North Dunton Avenue, IL 60005",One North Dunton Avenue,IL,60005,,,,,,
312,"102 South State Route 48, IL 62554",102 South State Route 48,IL,62554,,,,,,
313,"110 East Elm Street, IL 62501",110 East Elm Street,IL,62501,-88.82207,39.981884,NS,17,5016,003000
314,"11159 Highway 76, IL 61065",11159 Highway 76,IL,61065,-88.84654,42.320305,RTE,17,3016,010502
315,"200 North Walnut, IL 61010",200 North Walnut,IL,61010,-89.25763,42.126686,NS,17,3053,961700
316,"5653 N. Junction Way, IL 61020",5653 N. Junction Way,IL,61020,-89.09566,42.099995,NS,17,3027,961001
317,"28600 Bella Vista Parkway, IL 60555",28600 Bella Vista Parkway,IL,60555,,,,,,
318,"30 North Lasalle Street, IL 60602",30 North Lasalle Street,IL,60602,-87.632385,41.88263,NS,17,1054,839100
319,"101 South Cross Street, IL 60187",101 South Cross Street,IL,60187,-88.10517,41.864918,NS,17,3012,842500
320,"120 East Oak Street, IL 60611",120 East Oak Street,IL,60611,-87.62503,41.900803,NS,17,3000,081201
321,"265 East Deerpath Road, IL 60045",265 East Deerpath Road,IL,60045,-87.8405,42.251225,NS,17,3033,863500
322,"50 South Lasalle Street, IL 60603",50 South Lasalle Street,IL,60603,-87.632355,41.881184,NS,17,1078,839100
323,"62 Green Bay Road, IL 60093",62 Green Bay Road,IL,60093,-87.72145,42.09129,NS,17,1022,800500
324,"770 West Northwest Highway, IL 60010",770 West Northwest Highway,IL,60010,,,,,,
325,"One Oakbrook Terrace, IL 60181",One Oakbrook Terrace,IL,60181,,,,,,
326,"126 North Grand Ave, Route 128, IL 62422","126 North Grand Ave, Route 128",IL,62422,,,,,,
327,"2202 West Route16 & Dacey Drive, P.O. Box 344, IL 62565","2202 West Route16 & Dacey Drive, P.O. Box 344",IL,62565,,,,,,
328,"3 S. Broadway, P.O. Box 275, IL 62431","3 S. Broadway, P.O. Box 275",IL,62431,-88.98475,39.216904,NS,17,3087,959600
329,"123 East Knoxville Street, IL 61517",123 East Knoxville Street,IL,61517,-89.88413,40.838844,NS,17,4079,003900
330,"1230 N Henderson St, IL 61401",1230 N Henderson St,IL,61401,-90.38316,40.96291,NS,17,3022,000400
331,"21 East Main Street, IL 61401",21 East Main Street,IL,61401,,,,,,
332,"2616 Veterans Drive, IL 61401",2616 Veterans Drive,IL,61401,,,,,,
333,"4620 N University, IL 61614",4620 N University,IL,61614,-89.612526,40.743614,NS,17,3020,002900
334,"22 South Fourth Street, IL 60134",22 South Fourth Street,IL,60134,-88.3093,41.887833,NS,17,2009,852608
335,"109 W Maple Ave, IL 61338",109 W Maple Ave,IL,61338,-89.66996,41.456207,NS,17,4051,964800
336,"111 North Canal Street, IL 61234",111 North Canal Street,IL,61234,,,,,,
337,"112/120 Main Street, West Side, IL 61283","112/120 Main Street, West Side",IL,61283,-87.82192,39.911915,NS,17,3086,010900
338,"122 W. Main Street, IL 60420",122 W. Main Street,IL,60420,-88.42817,41.092808,NS,17,2019,960100
339,"179 West Main, IL 61421",179 West Main,IL,61421,,,,,,
340,"207 North Tremont Street, IL 61443",207 North Tremont Street,IL,61443,-89.92636,41.244675,NS,17,1004,030900
341,"238 West Railroad, IL 61361",238 West Railroad,IL,61361,,,,,,
342,"395 South Main Street, IL 61360",395 South Main Street,IL,61360,,,,,,
343,"36 East Jones Street, IL 60953",36 East Jones Street,IL,60953,-87.69715,40.628323,NS,17,2213,950900
344,"900 South Progress Boulevard, IL 61953",900 South Progress Boulevard,IL,61953,-88.27012,39.794315,NS,17,4001,952200
345,"105 North Main Street, IL 61376",105 North Main Street,IL,61376,-89.59331,41.55738,NS,17,2054,964800
346,"100 Suppiger Lane, IL 62249",100 Suppiger Lane,IL,62249,-89.677956,38.75365,NS,17,1038,403601
347,"101 South Morrison, IL 62234",101 South Morrison,IL,62234,-89.98482,38.6704,NS,17,2013,403300
348,"102 East Bethalto Blvd, IL 62010",102 East Bethalto Blvd,IL,62010,-90.04074,38.901028,NS,17,1002,401901
349,"1153 Vaughn Road, IL 62095",1153 Vaughn Road,IL,62095,,,,,,
350,"1177 N Green Mount Drive, IL 62269",1177 N Green Mount Drive,IL,62269,-89.929085,38.570854,NS,17,1027,503414
351,"2004 Troy Road, IL 62025",2004 Troy Road,IL,62025,-89.951225,38.791073,NS,17,3005,403002
352,"2142 South State Route 157, IL 62034",2142 South State Route 157,IL,62034,,,,,,
353,"2870 North 44th Street, IL 62201",2870 North 44th Street,IL,62201,-90.10412,38.649822,NS,17,1017,502100
354,"330 West Vandalia Street, IL 62025",330 West Vandalia Street,IL,62025,-89.9588,38.810993,NS,17,1009,403001
355,"3502 Maryville Road, IL 62040",3502 Maryville Road,IL,62040,-90.10383,38.72557,NS,17,1011,400951
356,"360 South Green Mount Road, IL 62221",360 South Green Mount Road,IL,62221,-89.92843,38.50593,NS,17,1051,503908
357,"3685 Sullivan Drive, IL 62226",3685 Sullivan Drive,IL,62226,-90.00182,38.555515,NS,17,5027,503322
358,"3830 Nameoki Road, IL 62040",3830 Nameoki Road,IL,62040,-90.123726,38.72986,NS,17,2012,400801
359,"4200 South State Route 159, IL 62034",4200 South State Route 159,IL,62034,,,,,,
360,"4415 West Center Drive, IL 62002",4415 West Center Drive,IL,62002,-90.1794,38.923244,NS,17,3059,402701
361,"507 Edwardsville Road, IL 62294",507 Edwardsville Road,IL,62294,-89.891945,38.732162,NS,17,5000,403531
362,"5720 West Main Street, IL 62226",5720 West Main Street,IL,62226,,,,,,
363,"100 North Chicago Street, IL 60432",100 North Chicago Street,IL,60432,-88.08159,41.52601,NS,17,2021,882000
364,"101 Independence Court, IL 61021",101 Independence Court,IL,61021,-89.50001,41.86294,NS,17,1011,000400
365,"110 South Fifth Street, IL 62401",110 South Fifth Street,IL,62401,-88.54331,39.121223,NS,17,1073,950800
366,"119 N Main Street, IL 60940",119 N Main Street,IL,60940,-87.64462,41.241337,NS,17,1054,010100
367,"1201 Network Centre Drive, IL 62401",1201 Network Centre Drive,IL,62401,-88.52471,39.145756,NS,17,1054,950600
368,"1275 East Division Street, IL 60416",1275 East Division Street,IL,60416,,,,,,
369,"1302 Thelma Keller Avenue, IL 62401",1302 Thelma Keller Avenue,IL,62401,-88.56436,39.140553,NS,17,1035,950700
370,"1401 North Avenue, IL 61103",1401 North Avenue,IL,61103,-89.08694,42.287323,NS,17,2008,003100
371,"1425 North State Street, IL 61008",1425 North State Street,IL,61008,-88.85504,42.269363,ST,17,1061,010101
372,"15 West South Street, IL 60545",15 West South Street,IL,60545,-88.53682,41.660976,NS,17,2028,890501
373,"1540 Route 59, IL 60431",1540 Route 59,IL,60431,-88.19967,41.547554,RTE,17,3006,883217
374,"1611 Veterans Avenue, IL 62471",1611 Veterans Avenue,IL,62471,-89.11199,38.977154,NS,17,2020,950800
375,"1617 W. Springfield Ave, IL 61821",1617 W. Springfield Ave,IL,61821,-88.273056,40.112797,NS,17,3011,001100
376,"1700 N Alpine Rd, IL 61107",1700 N Alpine Rd,IL,61107,-89.02911,42.28637,NS,17,2019,000402
377,"1753 South West Avenue, IL 61032",1753 South West Avenue,IL,61032,-89.63161,42.27966,NS,17,5014,001200
378,"1839 North Main Street, IL 61356",1839 North Main Street,IL,61356,-89.46679,41.392696,NS,17,1029,965300
379,"1972 Pawlisch Drive, IL 61112",1972 Pawlisch Drive,IL,61112,-88.97835,42.24812,NS,17,3035,000514
380,"1988 Gateway Center Dr, IL 61008",1988 Gateway Center Dr,IL,61008,,,,,,
381,"200 Quarry Road, IL 62236",200 Quarry Road,IL,62236,,,,,,
382,"200 South Poplar Street, IL 62801",200 South Poplar Street,IL,62801,-89.133255,38.526028,NS,17,2084,952600
383,"200 West Washington Street, IL 60954",200 West Washington Street,IL,60954,-87.66437,41.163006,NS,17,4001,010800
384,"201 East Main Street, IL 61364",201 East Main Street,IL,61364,,,,,,
385,"202 Indian Springs Drive, IL 60548",202 Indian Springs Drive,IL,60548,,,,,,
386,"208 East Veterans Parkway, IL 60560",208 East Veterans Parkway,IL,60560,-88.444496,41.65776,NS,17,2020,890401
387,"212 North Hennepin, IL 61021",212 North Hennepin,IL,61021,-89.48571,41.847286,NS,17,3035,000500
388,"2218 North Mulford Road, IL 61107",2218 North Mulford Road,IL,61107,,,,,,
389,"24 Dannys Drive, IL 61364",24 Dannys Drive,IL,61364,,,,,,
390,"2825 Plaza Drive, IL 61354",2825 Plaza Drive,IL,61354,,,,,,
391,"302 First Avenue, IL 61081",302 First Avenue,IL,61081,-89.694626,41.788372,NS,17,2065,001102
392,"302 West Mazon Avenue, IL 60420",302 West Mazon Avenue,IL,60420,-88.43497,41.09391,NS,17,1023,960100
393,"306 West Main Street, IL 60146",306 West Main Street,IL,60146,,,,,,
394,"310 Section Line Road, IL 60950",310 Section Line Road,IL,60950,-87.84055,41.250477,NS,17,1002,010203
395,"310 South Schuyler Avenue, IL 60901",310 South Schuyler Avenue,IL,60901,-87.86444,41.117508,NS,17,1022,012300
396,"318 West College, IL 62246",318 West College,IL,62246,-89.41359,38.892708,NS,17,4002,951300
397,"400 East Etna Road, IL 61350",400 East Etna Road,IL,61350,-88.835945,41.372795,NS,17,1003,962600
398,"500 North State St, IL 62243",500 North State St,IL,62243,-89.91286,38.434795,ST,17,2040,503905
399,"5023 Rockrose Court, IL 61073",5023 Rockrose Court,IL,61073,,,,,,
400,"514 South Main, IL 62285",514 South Main,IL,62285,-89.99222,38.404133,NS,17,3089,503906
401,"600 South State Street, IL 61008",600 South State Street,IL,61008,-88.83904,42.255096,ST,17,2041,010200
402,"613 Harlem Road, IL 61115",613 Harlem Road,IL,61115,-89.05045,42.344917,NS,17,3010,000105
403,"654 North Park Road, IL 60941",654 North Park Road,IL,60941,-88.09503,41.056572,NS,17,2071,012600
404,"660 South Broadway Street, IL 60416",660 South Broadway Street,IL,60416,-88.285194,41.279797,NS,17,2037,000800
405,"680 South Main Street, IL 60914",680 South Main Street,IL,60914,-87.87545,41.148834,NS,17,2027,012000
406,"6838 East State Street, IL 61108",6838 East State Street,IL,61108,-88.98356,42.26866,ST,17,2020,000511
407,"721 Columbus Street, IL 61350",721 Columbus Street,IL,61350,-88.84121,41.347107,NS,17,2028,962700
408,"801 Washington Street, IL 61342",801 Washington Street,IL,61342,-89.119446,41.548042,NS,17,3003,962000
409,"812 N Market, IL 62298",812 N Market,IL,62298,-90.15135,38.352886,NS,17,4052,600401
410,"815 South Main Street, IL 61356",815 South Main Street,IL,61356,,,,,,
411,"941 First Avenue, IL 61071",941 First Avenue,IL,61071,-89.68936,41.774174,NS,17,2023,001500
412,"951 Dixie Highway, IL 60401",951 Dixie Highway,IL,60401,,,,,,
413,"980 North Kinzie Avenue, IL 60915",980 North Kinzie Avenue,IL,60915,,,,,,
414,"Walnut And Madison Streets, IL 62838",Walnut And Madison Streets,IL,62838,,,,,,
415,"10 Plummer Boulevard, IL 62629",10 Plummer Boulevard,IL,62629,-89.71033,39.686485,NS,17,4003,003202
416,"204 South Cleveland Street, IL 62533",204 South Cleveland Street,IL,62533,-89.65155,39.442524,NS,17,2051,957500
417,"401 North Madison Street, IL 62056",401 North Madison Street,IL,62056,-89.65663,39.177334,NS,17,3005,957800
418,"900 West Main Street, IL 62626",900 West Main Street,IL,62626,-89.89308,39.279736,NS,17,1032,956400
419,"Illinois Route 48 And West Street, IL 62560",Illinois Route 48 And West Street,IL,62560,,,,,,
420,"Route 16 And 66, IL 62056",Route 16 And 66,IL,62056,,,,,,
421,"Route 29 And Walnut, IL 62563",Route 29 And Walnut,IL,62563,,,,,,
422,"143 West Broadway, IL 62286",143 West Broadway,IL,62286,-89.70275,38.122864,NS,17,3038,950600
423,"306 West Pine Street, IL 62272",306 West Pine Street,IL,62272,-89.6191,38.01662,NS,17,1015,951100
424,"400 West Broadway, IL 62288",400 West Broadway,IL,62288,-89.66178,38.007027,NS,17,3014,951100
425,"327-333 Missouri Avenue, IL 62202",327-333 Missouri Avenue,IL,62202,,,,,,
426,"20228 183rd Ave West, IL 61237",20228 183rd Ave West,IL,61237,,,,,,
427,"4600 North Illinois Street, IL 62208",4600 North Illinois Street,IL,62208,,,,,,
428,"1 South Linn Street, IL 61078",1 South Linn Street,IL,61078,-89.738365,42.15457,NS,17,2018,960100
429,"211 South Division Street, IL 61064",211 South Division Street,IL,61064,-89.57888,41.984966,NS,17,3020,961500
430,"24494 Payne Road, IL 61078",24494 Payne Road,IL,61078,-89.831795,42.168854,NS,17,1055,960100
431,"102 North Park Street, IL 61871",102 North Park Street,IL,61871,-87.97268,40.19272,NS,17,1024,010702
432,"102 South East Avenue, IL 61859",102 South East Avenue,IL,61859,-87.956116,40.11389,NS,17,2033,010702
433,"220 East Grand Avenue, IL 61873",220 East Grand Avenue,IL,61873,-88.04146,40.1172,NS,17,2005,010701
434,"2481 E Us Highway 36, IL 61942",2481 E Us Highway 36,IL,61942,-88.00178,39.7922,NS,17,2294,952000
435,"414 West Main Street, IL 61877",414 West Main Street,IL,61877,-88.07943,40.025913,NS,17,2055,010800
436,"515 S Vine Street, IL 61919",515 S Vine Street,IL,61919,-88.16362,39.792915,NS,17,4092,952100
437,"6 East Harrison, IL 61956",6 East Harrison,IL,61956,-88.16143,39.864964,NS,17,2014,952100
438,"133 North John Street, IL 62563",133 North John Street,IL,62563,-89.53465,39.750282,NS,17,2038,003902
439,"10225 North Knoxville Avenue, IL 61615",10225 North Knoxville Avenue,IL,61615,-89.613,40.81167,NS,17,1000,003404
440,"1204 West Garfield Avenue, IL 61607",1204 West Garfield Avenue,IL,61607,-89.67222,40.64517,NS,17,4001,004600
441,"122 West Broadway, IL 61501",122 West Broadway,IL,61501,-90.35889,40.22693,NS,17,3079,953900
442,"200 West Williams Street, IL 61491",200 West Williams Street,IL,61491,-89.77491,41.06184,NS,17,2052,951500
443,"201 North 2nd Street, IL 61525",201 North 2nd Street,IL,61525,-89.67548,40.861893,NS,17,1032,003900
444,"5600 South Adams Street, IL 61607",5600 South Adams Street,IL,61607,-89.649895,40.654007,NS,17,1004,004600
445,"805 West Jackson Street, IL 61550",805 West Jackson Street,IL,61550,,,,,,
446,"900 North Fourth Street, IL 61523",900 North Fourth Street,IL,61523,-89.48852,40.916897,NS,17,5028,003602
447,"100 South Wacker Drive, IL 60606",100 South Wacker Drive,IL,60606,-87.63708,41.884556,NS,17,1029,839100
448,"1000 South York Road, IL 60126",1000 South York Road,IL,60126,-87.93397,41.8696,NS,17,3000,844602
449,"1010 Green Bay Road, IL 60093",1010 Green Bay Road,IL,60093,-87.74568,42.119137,NS,17,1004,800300
450,"10101 West Grand Avenue, IL 60131",10101 West Grand Avenue,IL,60131,-87.87748,41.930077,NS,17,2008,811402
451,"10260 South Roberts Road, IL 60465",10260 South Roberts Road,IL,60465,-87.817345,41.704548,NS,17,1017,823702
452,"105 N. Halsted Street, IL 60661",105 N. Halsted Street,IL,60661,-87.6474,41.883316,NS,17,3011,280100
453,"105 West Madison Street, Suite 101, IL 60602","105 West Madison Street, Suite 101",IL,60602,-87.631096,41.88197,NS,17,1069,839100
454,"1080 South Elmhurst Road, IL 60056",1080 South Elmhurst Road,IL,60056,-87.94075,42.045868,NS,17,2002,805002
