,Address,ADDRESBR,STALPBR,ZIPBR,x,y,STATE,GEOID,BLOCK,TRACT
1900,"210 N 6th St, IL 62379",210 N 6th St,IL,62379,-91.434074,40.359833,NS,17,2013,954200
1901,"415 West 5th Street, IL 62316",415 West 5th Street,IL,62316,,,,,,
1902,"14202 State Highway 97, IL 62675",14202 State Highway 97,IL,62675,,,,,,
1903,"200 North West Street, IL 62613",200 North West Street,IL,62613,,,,,,
1904,"321 North Sixth Street, IL 62675",321 North Sixth Street,IL,62675,-89.848465,40.01324,NS,17,2029,010200
1905,"Route 29 And Andrew Road, IL 62707",Route 29 And Andrew Road,IL,62707,,,,,,
1906,"1035 Broadway, IL 62341",1035 Broadway,IL,62341,-91.34492,40.393105,NS,17,2035,954100
1907,"122 West Boston Avenue, IL 61462",122 West Boston Avenue,IL,61462,-90.64837,40.914066,NS,17,4058,870400
1908,"128 East Main Street, IL 61450",128 East Main Street,IL,61450,,,,,,
1909,"135 South Main Street, IL 61420",135 South Main Street,IL,61420,,,,,,
1910,"2544 North County Road 1750, IL 62329",2544 North County Road 1750,IL,62329,-91.16761,40.571014,NS,17,1124,953900
1911,"433 Main Street, IL 62321",433 Main Street,IL,62321,-91.13741,40.413692,NS,17,2038,953800
1912,"500 East Jackson, IL 61455",500 East Jackson,IL,61455,-90.66587,40.458694,NS,17,1008,010700
1913,"9000 N. Knoxville, IL 61615",9000 N. Knoxville,IL,61615,-89.60707,40.7962,NS,17,1037,003403
1914,"101 West Main Street, IL 61728",101 West Main Street,IL,61728,,,,,,
1915,"205 Lincoln St, IL 62635",205 Lincoln St,IL,62635,-89.485664,40.29951,NS,17,1055,953000
1916,"227 W Main St, IL 61279",227 W Main St,IL,61279,-90.66967,41.329685,NS,17,3080,024103
1917,"1100 West Howard Street, IL 61764",1100 West Howard Street,IL,61764,-88.64288,40.881084,NS,17,4018,960500
1918,"204 Main Street, IL 61743",204 Main Street,IL,61743,-88.77709,40.878197,NS,17,3149,960400
1919,"314 Crittenden, IL 61726",314 Crittenden,IL,61726,-88.723656,40.742996,NS,17,2037,005700
1920,"143 Glen Hall Drive, IL 62964",143 Glen Hall Drive,IL,62964,,,,,,
1921,"Front And Caledonia Streets, IL 62970",Front And Caledonia Streets,IL,62970,,,,,,
1922,"106 East Main Street, IL 61471",106 East Main Street,IL,61471,-90.82826,40.69602,NS,17,1102,973500
1923,"360 S Green St, IL 61422",360 S Green St,IL,61422,-90.506966,40.54664,NS,17,5020,010100
1924,"805 N Monroe St., IL 61410",805 N Monroe St.,IL,61410,-90.40145,40.810017,NS,17,1018,001500
1925,"600 S Van Buren, IL 62264",600 S Van Buren,IL,62264,-89.88106,38.320396,NS,17,2006,504001
1926,"720 East Lyons Street, IL 62257",720 East Lyons Street,IL,62257,-89.74576,38.24933,NS,17,3012,504002
1927,"856 Sparta Street, IL 62282",856 Sparta Street,IL,62282,,,,,,
1928,"102 South Second Street, IL 60924",102 South Second Street,IL,60924,-87.89266,40.563965,NS,17,2032,950800
1929,"106 North Market Street, IL 60957",106 North Market Street,IL,60957,-88.09729,40.46104,NS,17,2048,961800
1930,"101 S. Main Street, IL 62375",101 S. Main Street,IL,62375,-90.87374,40.00923,NS,17,1069,970400
1931,"113 South Main, IL 62378",113 South Main,IL,62378,,,,,,
1932,"129 West Main, IL 62353",129 West Main,IL,62353,-90.76558,39.98579,NS,17,3011,970500
1933,"200 S Pittsfield Rd, IL 62353",200 S Pittsfield Rd,IL,62353,-90.75936,39.98196,NS,17,2007,970500
1934,"514 N. Range Line, IL 62348",514 N. Range Line,IL,62348,,,,,,
1935,"524 North 30th Street, IL 62301",524 North 30th Street,IL,62301,-91.36773,39.937458,NS,17,4000,000100
1936,"165 East Adams, IL 62642",165 East Adams,IL,62642,-89.73854,40.08335,NS,17,2045,010100
1937,"6th And Madison Streets, IL 62666",6th And Madison Streets,IL,62666,,,,,,
1938,"Second And Macon Streets, IL 62543",Second And Macon Streets,IL,62543,,,,,,
1939,"107 North Chestnut, IL 60955",107 North Chestnut,IL,60955,-88.00714,40.71514,NS,17,2034,950600
1940,"327 South Kinzie Avenue, IL 60915",327 South Kinzie Avenue,IL,60915,-87.85093,41.140232,NS,17,4023,010702
1941,"First North And Chestnut Streets, IL 60922",First North And Chestnut Streets,IL,60922,,,,,,
1942,"Oak And South First Streets, IL 60948",Oak And South First Streets,IL,60948,,,,,,
1943,"101 Main Street, IL 61878",101 Main Street,IL,61878,-88.18409,40.24362,NS,17,5027,010400
1944,"108 East State Street, IL 61865",108 East State Street,IL,61865,-87.79933,40.305122,ST,17,2092,010300
1945,"218 East Lincoln, IL 61873",218 East Lincoln,IL,61873,,,,,,
1946,"304 South Main Street, IL 61847",304 South Main Street,IL,61847,-88.02138,40.3054,NS,17,3035,010400
1947,"108 S Main St, IL 62433",108 S Main St,IL,62433,-87.656525,39.10955,NS,17,1041,880100
1948,"26 Main Street, IL 61424",26 Main Street,IL,61424,-89.6341,41.0782,NS,17,1192,961300
1949,"101 East Broadway, IL 61501",101 East Broadway,IL,61501,-90.358444,40.226933,NS,17,3077,953900
1950,"116 Washington Sq., IL 61571",116 Washington Sq.,IL,61571,-89.40686,40.703186,NS,17,2058,022100
1951,"1203 South Main Street, IL 61542",1203 South Main Street,IL,61542,,,,,,
1952,"123 East Pine Street, IL 61520",123 East Pine Street,IL,61520,-90.03335,40.55469,NS,17,2020,953400
1953,"70 East Main Street, IL 61441",70 East Main Street,IL,61441,,,,,,
1954,"74 East Pine Street, IL 61520",74 East Pine Street,IL,61520,-90.03379,40.55467,NS,17,1013,953400
1955,"102 West Main Street, IL 61048",102 West Main Street,IL,61048,,,,,,
1956,"133 West Front Avenue, IL 61085",133 West Front Avenue,IL,61085,-90.00728,42.349903,NS,17,3022,020500
1957,"1525 South Forest Road, IL 61032",1525 South Forest Road,IL,61032,-89.66722,42.28213,NS,17,4002,001000
1958,"206 South Main Street, IL 61334",206 South Main Street,IL,61334,-89.05978,41.14455,NS,17,2055,964100
1959,"230 Lasalle Street, IL 61370",230 Lasalle Street,IL,61370,-89.06635,41.21518,NS,17,1059,964100
1960,"301 South Columbia Avenue, IL 61348",301 South Columbia Avenue,IL,61348,-89.0681,41.291958,NS,17,4019,963400
1961,"202 West Main Street, IL 61087",202 West Main Street,IL,61087,,,,,,
1962,"233 Carver Street, IL 61089",233 Carver Street,IL,61089,-89.79292,42.494102,NS,17,2020,000300
1963,"401 South Church Street, IL 61060",401 South Church Street,IL,61060,-89.64424,42.464622,NS,17,1050,000200
1964,"420 East Lena Street, IL 61048",420 East Lena Street,IL,61048,-89.81704,42.37588,NS,17,1002,000300
1965,"114 West Front Street, IL 62916",114 West Front Street,IL,62916,-89.55085,37.929337,NS,17,1035,010100
1966,"115 North 4th Street, IL 62237",115 North 4th Street,IL,62237,-89.60381,38.18648,NS,17,1027,950500
1967,"424 West Broadway, IL 62288",424 West Broadway,IL,62288,-89.662094,38.007027,NS,17,3014,951100
1968,"3308 Waldron Road, IL 60910",3308 Waldron Road,IL,60910,,,,,,
1969,"Front And Adams Streets, IL 60930",Front And Adams Streets,IL,60930,,,,,,
1970,"2994 County Road 900 East, IL 61840",2994 County Road 900 East,IL,61840,-88.28982,40.30949,NS,17,2003,010500
1971,"15 East Main Street, IL 62832",15 East Main Street,IL,62832,,,,,,
1972,"27875 2600 E Street, IL 61374",27875 2600 E Street,IL,61374,-89.354,41.551636,NS,17,2021,964700
1973,"302 W Main Street, IL 61337",302 W Main Street,IL,61337,-89.36932,41.424034,NS,17,1082,964900
1974,"105 E. Shawnee Avenue, IL 62984",105 E. Shawnee Avenue,IL,62984,-88.189545,37.713963,NS,17,2035,972800
1975,"260 S Main St, IL 62941",260 S Main St,IL,62941,-89.0208,37.251644,NS,17,2065,971000
1976,"406 Washington Street, IL 62956",406 Washington Street,IL,62956,-88.972694,37.293655,NS,17,1025,971000
1977,"101 W. Main Street, IL 61440",101 W. Main Street,IL,61440,-90.607376,40.327587,NS,17,3181,011000
1978,"111 North Church Street, IL 62858",111 North Church Street,IL,62858,-88.62827,38.834557,NS,17,2053,971900
1979,"216 East Main Street, IL 62901",216 East Main Street,IL,62901,,,,,,
1980,"640 Hack Avenue, IL 62994",640 Hack Avenue,IL,62994,-89.3407,37.902283,NS,17,3056,010100
1981,"900 Walnut Street, IL 62966",900 Walnut Street,IL,62966,-89.33389,37.764328,NS,17,2021,010700
1982,"West Plaza Drive, IL 62918",West Plaza Drive,IL,62918,,,,,,
1983,"102 West Beardstown Street, IL 62691",102 West Beardstown Street,IL,62691,-90.212006,39.95056,NS,17,2022,960200
1984,"121 North 6th Street, IL 62675",121 North 6th Street,IL,62675,-89.84841,40.01143,NS,17,2040,010200
1985,"400 East Dearborn Street, IL 62644",400 East Dearborn Street,IL,62644,-90.05613,40.294197,NS,17,4009,956500
1986,"120 East Walnut Street, IL 60970",120 East Walnut Street,IL,60970,-87.73408,40.77628,NS,17,3059,950400
1987,"145 East Fifth Avenue, IL 60927",145 East Fifth Avenue,IL,60927,-87.93662,40.933422,NS,17,3048,950200
1988,"206 Center St, IL 60920",206 Center St,IL,60920,-88.30753,41.025562,NS,17,1143,960200
1989,"1710 E. College Ave, IL 61761",1710 E. College Ave,IL,61761,-88.95167,40.51039,NS,17,1038,000504
1990,"502 East Locust Street, IL 60921",502 East Locust Street,IL,60921,-88.29018,40.7538,NS,17,2045,961000
1991,"1309 Swanwick Street, IL 62233",1309 Swanwick Street,IL,62233,-89.821236,37.914562,NS,17,2031,951300
1992,"1320 West Market, IL 62278",1320 West Market,IL,62278,-90.013664,38.211933,NS,17,3010,950800
1993,"1414 South Main Street, IL 62278",1414 South Main Street,IL,62278,-89.99396,38.20008,NS,17,4032,950800
1994,"219 Market St, IL 62277",219 Market St,IL,62277,-90.09815,38.086407,NS,17,1020,950900
1995,"3795 North Woodford Street, IL 62526",3795 North Woodford Street,IL,62526,-88.93642,39.891537,NS,17,3000,002906
1996,"800 Chester Center, IL 62233",800 Chester Center,IL,62233,-89.81761,37.898342,NS,17,4019,951300
1997,"Market And Spring Streets, IL 62242",Market And Spring Streets,IL,62242,-89.936134,38.09046,NS,17,4025,950900
1998,"State Route 121 And East Main Street, IL 62573",State Route 121 And East Main Street,IL,62573,-89.05552,39.930977,RTE,17,1115,002800
1999,"207 Gary Hagen Drive, IL 62839",207 Gary Hagen Drive,IL,62839,,,,,,
2000,"225 Route 45 North, IL 62858",225 Route 45 North,IL,62858,,,,,,
2001,"331 South Main Street, IL 62824",331 South Main Street,IL,62824,,,,,,
2002,"915 Commerce Drive, IL 62837",915 Commerce Drive,IL,62837,,,,,,
2003,"117 North Main Street, IL 61415",117 North Main Street,IL,61415,,,,,,
2004,"1380 North Henderson Street, IL 61401",1380 North Henderson Street,IL,61401,-90.38315,40.96424,NS,17,3022,000400
2005,"204 North Monroe Street, IL 61410",204 North Monroe Street,IL,61410,-90.40152,40.803455,NS,17,3012,001500
2006,"695 Knox Highway 10, IL 61401",695 Knox Highway 10,IL,61401,,,,,,
2007,"122 South State Street, IL 62618",122 South State Street,IL,62618,-90.434715,40.01791,ST,17,2010,960500
2008,"3600 Wabash Avenue, IL 62711",3600 Wabash Avenue,IL,62711,-89.718124,39.75812,NS,17,1044,003604
2009,"400 E Buchanan St, IL 62612",400 E Buchanan St,IL,62612,-90.0038,39.892227,NS,17,3002,960100
2010,"U.S. Routes 24 And 67, IL 62681",U.S. Routes 24 And 67,IL,62681,,,,,,
2011,"180 East Bodman Street, IL 61813",180 East Bodman Street,IL,61813,-88.5709,39.922424,NS,17,2019,954700
2012,"1927 N Market St, Po Box 498, IL 61856","1927 N Market St, Po Box 498",IL,61856,-88.572754,40.04487,NS,17,1029,954600
2013,"301 Chapin St, IL 61851",301 Chapin St,IL,61851,-88.4558,39.943707,NS,17,3059,010902
2014,"111 West Highway Street, IL 61467",111 West Highway Street,IL,61467,,,,,,
2015,"105 East Water Street, IL 62274",105 East Water Street,IL,62274,-89.381325,38.080112,NS,17,5023,030200
2016,"105 Williams Street, IL 62966",105 Williams Street,IL,62966,-89.324585,37.75885,NS,17,5046,010700
2017,"107 West Commercial Drive, IL 62918",107 West Commercial Drive,IL,62918,-89.07854,37.74484,NS,17,2003,021400
2018,"110 S 4th St, IL 62932",110 S 4th St,IL,62932,-89.23568,37.909027,NS,17,2061,010200
2019,"101 South Charles Street, IL 62414",101 South Charles Street,IL,62414,-88.78694,39.187065,NS,17,2039,950200
2020,"25 S Main St, IL 62630",25 S Main St,IL,62630,,,,,,
2021,"244 West Lincoln Street, IL 60556",244 West Lincoln Street,IL,60556,,,,,,
2022,"101 South Main Street, IL 61759",101 South Main Street,IL,61759,-89.31471,40.433094,NS,17,1071,022000
2023,"301 Locust Street, IL 61734",301 Locust Street,IL,61734,-89.547165,40.37311,NS,17,5030,021900
2024,"4001 General Electric Road, IL 61704",4001 General Electric Road,IL,61704,,,,,,
2025,"115 N. Bluffs St., IL 62621",115 N. Bluffs St.,IL,62621,,,,,,
2026,"920 State Highway 104, IL 62665",920 State Highway 104,IL,62665,-90.55064,39.83069,HWY,17,3055,951400
2027,"100 Olive Street, IL 62518",100 Olive Street,IL,62518,-89.18505,40.052864,NS,17,1088,953600
2028,"100 E Main Street, IL 62935",100 E Main Street,IL,62935,-88.61185,37.840736,NS,17,1042,955700
2029,"100 South Oak, IL 62964",100 South Oak,IL,62964,-89.200874,37.114254,NS,17,2089,971100
2030,"101 West Broadway Blvd, IL 62951",101 West Broadway Blvd,IL,62951,-88.927864,37.816715,NS,17,5035,020700
2031,"1108 Us Highway 45, IL 62930",1108 Us Highway 45,IL,62930,,,,,,
2032,"1702 West Boulevard, IL 62959",1702 West Boulevard,IL,62959,-88.9424,37.73694,NS,17,1041,021003
2033,"2611 Blue Heron Drive, IL 62959",2611 Blue Heron Drive,IL,62959,-88.96143,37.745502,NS,17,1033,021002
2034,"2929 Broadway Street, IL 62864",2929 Broadway Street,IL,62864,-88.927864,38.315018,NS,17,3017,050600
2035,"301 N Lincoln Blvd West, IL 62984",301 N Lincoln Blvd West,IL,62984,,,,,,
2036,"301 Vine Street, IL 62995",301 Vine Street,IL,62995,-88.89609,37.415306,NS,17,3026,977800
2037,"502 North Commercial, IL 62946",502 North Commercial,IL,62946,-88.52937,37.74149,NS,17,1032,955900
2038,"522 Market Street, IL 62960",522 Market Street,IL,62960,-88.732574,37.152374,NS,17,2045,970400
2039,"605 W Main St, IL 62812",605 W Main St,IL,62812,-88.92653,37.996803,NS,17,1065,040600
2040,"925 West Main Street, IL 62901",925 West Main Street,IL,62901,-89.228294,37.72629,NS,17,4000,011002
2041,"1106 West Deyoung, IL 62959",1106 West Deyoung,IL,62959,-88.93738,37.740807,NS,17,2013,021001
2042,"2806 Outer Drive, IL 62959",2806 Outer Drive,IL,62959,-88.97178,37.745354,NS,17,1025,021002
2043,"55 N Elm St, IL 62905",55 N Elm St,IL,62905,-89.3183,37.570248,NS,17,1059,950200
2044,"555 South Commercial Street, IL 62946",555 South Commercial Street,IL,62946,-88.53382,37.733814,NS,17,3009,955900
2045,"86 North Weigh Street, IL 62268",86 North Weigh Street,IL,62268,-89.503555,38.262337,NS,17,4045,950400
2046,"200 East Third St, IL 62880",200 East Third St,IL,62880,-88.85235,38.867996,NS,17,3110,951100
2047,"1013 Burlington Avenue, IL 60558",1013 Burlington Avenue,IL,60558,-87.90211,41.80864,NS,17,2016,819900
2048,"11100 Front Street, IL 60448",11100 Front Street,IL,60448,-87.88664,41.53147,NS,17,1021,883521
2049,"28 East Schoolhouse Road, IL 60560",28 East Schoolhouse Road,IL,60560,-88.448456,41.63476,NS,17,1030,890601
2050,"600 East Washington Street, IL 60185",600 East Washington Street,IL,60185,,,,,,
2051,"620 West Burlington Street, IL 60525",620 West Burlington Street,IL,60525,-87.877335,41.81405,NS,17,2017,819500
2052,"108 East Adams Street, IL 62363",108 East Adams Street,IL,62363,-90.8069,39.607925,NS,17,5008,952700
2053,"133 North Main Street, IL 62092",133 North Main Street,IL,62092,-90.40365,39.437252,NS,17,2018,973900
2054,"25 East Cherry, IL 62694",25 East Cherry,IL,62694,-90.456085,39.629787,NS,17,1059,970700
2055,"712 West County Road, IL 62052",712 West County Road,IL,62052,-90.32406,39.108738,NS,17,2033,010401
2056,"Route 106 West Pittsfield, IL 62363",Route 106 West Pittsfield,IL,62363,,,,,,
2057,"Walnut Street And Highway 36, IL 62343",Walnut Street And Highway 36,IL,62343,,,,,,
2058,"1001 South Division, IL 62918",1001 South Division,IL,62918,-89.07719,37.75155,NS,17,1016,020201
2059,"101 South Park Avenue, IL 62948",101 South Park Avenue,IL,62948,-89.02758,37.80279,NS,17,1021,020400
2060,"102 Comfort Dr, IL 62959",102 Comfort Dr,IL,62959,-88.96292,37.72997,NS,17,1101,021002
2061,"101 South Madison Street, IL 61818",101 South Madison Street,IL,61818,-88.73047,39.89051,NS,17,2017,954800
2062,"205 West Main, IL 62881",205 West Main,IL,62881,,,,,,
2063,"903 W Washington, IL 62838",903 W Washington,IL,62838,,,,,,
2064,"130 South Washington Street, IL 62548",130 South Washington Street,IL,62548,-89.2852,40.009262,NS,17,3026,953600
2065,"429 Cole Street, IL 61422",429 Cole Street,IL,61422,-90.5036,40.54959,NS,17,5005,010100
2066,"484 East Main Street, IL 61422",484 East Main Street,IL,61422,,,,,,
2067,"100 East Main Street, IL 60952",100 East Main Street,IL,60952,,,,,,
2068,"101 North Taft Street, IL 60957",101 North Taft Street,IL,60957,-88.099,40.46138,NS,17,2048,961800
2069,"101 W Main St., IL 61260",101 W Main St.,IL,61260,-90.87889,41.196533,NS,17,4025,040200
2070,"116 South Pine Street, IL 60959",116 South Pine Street,IL,60959,-88.19213,40.760075,NS,17,1010,961600
2071,"412 Main Street, IL 61272",412 Main Street,IL,61272,-90.9975,41.169807,NS,17,3049,040200
2072,"111 West Hack Street, IL 60929",111 West Hack Street,IL,60929,-88.269035,40.87909,NS,17,2054,960200
2073,"4 East Peoria, IL 60959",4 East Peoria,IL,60959,,,,,,
2074,"509 S 4th St, IL 60921",509 S 4th St,IL,60921,-88.29198,40.74789,NS,17,2086,961000
2075,"Green Street, IL 60962",Green Street,IL,60962,,,,,,
2076,"Main & Railroad St, IL 60946",Main & Railroad St,IL,60946,,,,,,
2077,"1004 S. Purnell Drive, IL 61853",1004 S. Purnell Drive,IL,61853,-88.36896,40.185783,NS,17,2077,010603
2078,"115 North Chestnut Street, IL 60955",115 North Chestnut Street,IL,60955,-88.007126,40.715233,NS,17,2034,950600
2079,"133 East Krack Street, IL 61741",133 East Krack Street,IL,61741,-88.41012,40.74953,NS,17,3030,960900
2080,"4717 North Prospect Road, IL 61614",4717 North Prospect Road,IL,61614,,,,,,
2081,"603 West Oak Street, IL 61739",603 West Oak Street,IL,61739,-88.52838,40.744026,NS,17,4099,960800
2082,"915 8th Avenue, IL 61250",915 8th Avenue,IL,61250,-90.07947,41.656467,NS,17,2109,000600
2083,"101 North State Street, IL 61254",101 North State Street,IL,61254,-90.15572,41.453224,ST,17,3013,030302
2084,"1011 Shooting Park Road, IL 61354",1011 Shooting Park Road,IL,61354,-89.11872,41.338528,NS,17,1028,963000
2085,"1404 14th Avenue, IL 61252",1404 14th Avenue,IL,61252,-90.15111,41.86377,NS,17,3001,000500
2086,"1721 Midtown Road, IL 61354",1721 Midtown Road,IL,61354,,,,,,
2087,"307 Franklin Street, IL 61061",307 Franklin Street,IL,61061,-89.3315,42.015884,NS,17,3011,961400
2088,"317 South Main Street, IL 61356",317 South Main Street,IL,61356,,,,,,
2089,"340 May Mart Drive, IL 61068",340 May Mart Drive,IL,61068,-89.06439,41.934063,NS,17,2016,961100
2090,"425 Us Highway 6 East, IL 61254",425 Us Highway 6 East,IL,61254,,,,,,
2091,"803 Main Street, IL 61006",803 Main Street,IL,61006,-89.22153,41.866127,NS,17,2013,000100
2092,"State Road 81 And Mulberry Street, IL 61233",State Road 81 And Mulberry Street,IL,61233,,,,,,
2093,"10 Tobey Drive, IL 60941",10 Tobey Drive,IL,60941,-88.09436,41.05076,NS,17,2065,012600
2094,"5053 West Route 17, IL 60901",5053 West Route 17,IL,60901,-87.97073,41.11825,RTE,17,1045,010400
2095,"201 East State Street, IL 62667",201 East State Street,IL,62667,-89.98379,39.478176,ST,17,3076,956200
2096,"3030 Spring Mill Drive, IL 62704",3030 Spring Mill Drive,IL,62704,-89.71179,39.773712,NS,17,1013,002002
2097,"332 North Main Street, IL 62674",332 North Main Street,IL,62674,-89.99565,39.432323,NS,17,2053,956200
2098,"702 West Illinois Street, IL 62670",702 West Illinois Street,IL,62670,,,,,,
2099,"124 West D Street, IL 61413",124 West D Street,IL,61413,-90.38054,41.191605,NS,17,3027,031200
2100,"1803 13th St, IL 61486",1803 13th St,IL,61486,-90.586914,41.202034,NS,17,2036,040400
2101,"201 South College Avenue, IL 61231",201 South College Avenue,IL,61231,-90.74925,41.200756,NS,17,3000,040300
2102,"205 East Broadway, IL 61412",205 East Broadway,IL,61412,,,,,,
2103,"320 North Division, IL 61490",320 North Division,IL,61490,-90.31561,41.179752,NS,17,4027,031200
2104,"600 Main Street, IL 61465",600 Main Street,IL,61465,-90.44337,41.202415,NS,17,3023,040400
2105,"246 2nd Street, IL 61720",246 2nd Street,IL,61720,-88.53658,40.568157,NS,17,2183,005601
2106,"100 East Vienna Street, IL 62906",100 East Vienna Street,IL,62906,-89.246704,37.460304,NS,17,2070,950400
2107,"110 South Main Street, IL 61317",110 South Main Street,IL,61317,-89.21301,41.426876,NS,17,4067,964700
2108,"1805 South Main Street, IL 61530",1805 South Main Street,IL,61530,,,,,,
2109,"201 South Eureka Street, IL 61742",201 South Eureka Street,IL,61742,-89.274994,40.63075,NS,17,3019,030602
2110,"800 West Mount Vernon Street, IL 61548",800 West Mount Vernon Street,IL,61548,-89.373436,40.79042,NS,17,4025,030400
2111,"1112 Maine Street, IL 61957",1112 Maine Street,IL,61957,-88.59518,39.43789,NS,17,1020,959400
2112,"130 South Morgan Street, IL 62565",130 South Morgan Street,IL,62565,-88.79209,39.406376,NS,17,2004,959300
2113,"1501 West Main Street, IL 62565",1501 West Main Street,IL,62565,-88.81108,39.406456,NS,17,4043,959300
2114,"207 East Division Street, IL 62534",207 East Division Street,IL,62534,-88.753395,39.52168,NS,17,4034,959100
2115,"920 East Main Street, IL 62550",920 East Main Street,IL,62550,,,,,,
2116,"Commercial & Chestnut, IL 62465",Commercial & Chestnut,IL,62465,-88.61869,39.35115,NS,17,3096,959400
2117,"407 Third Street, IL 61281",407 Third Street,IL,61281,-90.505394,41.318966,NS,17,2015,040100
2118,"East Route 17 And Highways 94 And 17, IL 61231",East Route 17 And Highways 94 And 17,IL,61231,,,,,,
2119,"106 East Main Street, IL 62467",106 East Main Street,IL,62467,,,,,,
2120,"202 South Main, IL 62462",202 South Main,IL,62462,,,,,,
2121,"900 West Jefferson Avenue, IL 62401",900 West Jefferson Avenue,IL,62401,,,,,,
2122,"111 North Chicago, IL 60963",111 North Chicago,IL,60963,-87.66904,40.379436,NS,17,2033,010100
2123,"1295 East Grove Street, IL 61866",1295 East Grove Street,IL,61866,,,,,,
2124,"201 East Champaign, IL 61866",201 East Champaign,IL,61866,-88.15723,40.308193,NS,17,2026,010204
2125,"1010 East Fort Street, IL 61531",1010 East Fort Street,IL,61531,-89.98907,40.697914,NS,17,1007,952800
2126,"107 E Main Street, IL 61572",107 E Main Street,IL,61572,-90.01434,40.778645,NS,17,3024,001600
2127,"101 North 2nd Street, IL 62643",101 North 2nd Street,IL,62643,-89.44093,40.249805,NS,17,3021,953000
2128,"1001 Highway 106, IL 62312",1001 Highway 106,IL,62312,,,,,,
2129,"1002 North Main Street, IL 62347",1002 North Main Street,IL,62347,,,,,,
2130,"402 West State Street, IL 62360",402 West State Street,IL,62360,-91.24666,39.817455,ST,17,3013,010302
2131,"4134 Broadway Street, IL 62301",4134 Broadway Street,IL,62301,,,,,,
2132,"104 West Washington Street, IL 62448",104 West Washington Street,IL,62448,-88.16192,38.98984,NS,17,2007,977400
2133,"1310 West Main Street, IL 62881",1310 West Main Street,IL,62881,,,,,,
2134,"1805 State Street, IL 62439",1805 State Street,IL,62439,-87.69076,38.72954,ST,17,2007,881000
2135,"200 Mattes Avenue, IL 62471",200 Mattes Avenue,IL,62471,,,,,,
2136,"200 West Main Avenue, IL 62246",200 West Main Avenue,IL,62246,,,,,,
2137,"201 North Main Street, IL 62417",201 North Main Street,IL,62417,-87.76019,38.70648,NS,17,2039,880900
2138,"2388 State Route 250, IL 62466",2388 State Route 250,IL,62466,,,,,,
2139,"620 Main Street, IL 62460",620 Main Street,IL,62460,-87.645546,38.59144,NS,17,5039,880800
2140,"137 South Main Street, IL 60518",137 South Main Street,IL,60518,,,,,,
2141,"235 Chicago Road, IL 61353",235 Chicago Road,IL,61353,-88.98005,41.688572,NS,17,1009,000900
2142,"3 E Woodhaven Drive, IL 61367",3 E Woodhaven Drive,IL,61367,,,,,,
2143,"303 South Pennsylvania Avenue, IL 61367",303 South Pennsylvania Avenue,IL,61367,-89.23074,41.645126,NS,17,4019,000900
2144,"1514 North Cunningham, IL 61801",1514 North Cunningham,IL,61801,,,,,,
2145,"1801 East Empire Street, IL 61704",1801 East Empire Street,IL,61704,-88.94926,40.488083,NS,17,1005,001103
2146,"204 South Market Street, IL 61856",204 South Market Street,IL,61856,-88.57376,40.02486,NS,17,4015,954600
2147,"2490 North Vermillion Street, IL 61832",2490 North Vermillion Street,IL,61832,-87.63061,40.16667,NS,17,2052,001300
2148,"2913 West Kirby Avenue, IL 61821",2913 West Kirby Avenue,IL,61821,-88.2937,40.098442,NS,17,3003,001203
2149,"302 West Springfield, IL 61820",302 West Springfield,IL,61820,-88.24756,40.112617,NS,17,1019,011002
2150,"330 S. Naperville Road, Suite 100, IL 60187","330 S. Naperville Road, Suite 100",IL,60187,-88.10289,41.862892,NS,17,3025,842500
2151,"4125 North Sheridan Road, IL 61614",4125 North Sheridan Road,IL,61614,-89.60309,40.73749,NS,17,2000,002300
2152,"420 Carter Street, IL 61432",420 Carter Street,IL,61432,-90.16331,40.633377,NS,17,1101,952900
2153,"16 North Main Street, IL 61531",16 North Main Street,IL,61531,,,,,,
2154,"206 Lions Drive, IL 61489",206 Lions Drive,IL,61489,,,,,,
2155,"2115 N Main St, IL 61520",2115 N Main St,IL,61520,-90.03509,40.593876,NS,17,1003,953300
2156,"6824 N. Frostwood Pkwy, Unit 6824, IL 61615","6824 N. Frostwood Pkwy, Unit 6824",IL,61615,-89.66096,40.771206,NS,17,1006,003101
2157,"111 North Fayette Street, IL 61738",111 North Fayette Street,IL,61738,-89.02485,40.739346,NS,17,3138,030700
2158,"208 East Gridley Road, IL 61744",208 East Gridley Road,IL,61744,-88.87894,40.739697,NS,17,3061,005102
2159,"2401 East Washington Street, IL 61704",2401 East Washington Street,IL,61704,-88.95023,40.479916,NS,17,1028,001103
2160,"301 West Falcon Highway, IL 61740",301 West Falcon Highway,IL,61740,-88.909035,40.863285,NS,17,3175,960400
2161,"403 State Street, IL 61516",403 State Street,IL,61516,-89.119995,40.8494,ST,17,4091,030200
2162,"500 S Persimmon St, IL 61752",500 S Persimmon St,IL,61752,-88.760735,40.341362,NS,17,1215,005502
2163,"1114 Fourth Street, IL 61273",1114 Fourth Street,IL,61273,-90.381516,41.352535,NS,17,3036,030201
2164,"201 North Prospect, IL 61238",201 North Prospect,IL,61238,-90.19272,41.303955,NS,17,5017,030202
2165,"201 West Main Street, IL 61231",201 West Main Street,IL,61231,,,,,,
2166,"302 West Front Street, IL 61234",302 West Front Street,IL,61234,-89.90853,41.397602,NS,17,1018,030500
